z,charge,jt_GeV,A_UT,A_UT_coarse,FUU_reduced,FUT_reduced
1.300000000000000044e-01,1.000000000000000000e+00,1.024951760522670341e+00,1.262771180197858577e-03,1.262780953649622400e-03,4.697460791618124929e-05,5.931818107764786461e-08
1.300000000000000044e-01,1.000000000000000000e+00,1.069251459362054568e+00,1.243988827956315829e-03,1.243995376636825587e-03,3.954269139897361140e-05,4.919066632764747111e-08
1.300000000000000044e-01,1.000000000000000000e+00,1.115465846670542716e+00,1.228808160785649405e-03,1.228810276857244697e-03,3.316595528281567913e-05,4.075459651177582467e-08
1.300000000000000044e-01,1.000000000000000000e+00,1.163677677681911549e+00,1.216781580747459349e-03,1.216778002012975897e-03,2.772853146213259256e-05,3.373956634429935538e-08
1.300000000000000044e-01,1.000000000000000000e+00,1.213973284414793241e+00,1.207572028094518754e-03,1.207561488623769708e-03,2.311528772770345372e-05,2.791337488133120055e-08
1.300000000000000044e-01,1.000000000000000000e+00,1.266442730265795458e+00,1.201007030160922183e-03,1.200988293548503269e-03,1.921596024886952265e-05,2.307850335018512044e-08
1.300000000000000044e-01,1.000000000000000000e+00,1.321179971284331733e+00,1.197132299220413911e-03,1.197104154948425451e-03,1.592827041702699428e-05,1.906824698694002753e-08
1.300000000000000044e-01,1.000000000000000000e+00,1.378283024417950919e+00,1.196261373339126220e-03,1.196222582842613406e-03,1.315999969054323075e-05,1.574279930295172251e-08
1.300000000000000044e-01,1.000000000000000000e+00,1.437854143029440479e+00,1.199019303969313215e-03,1.198968501363598983e-03,1.083009506897320462e-05,1.298549305152174364e-08
1.300000000000000044e-01,1.000000000000000000e+00,1.500000000000000000e+00,1.206383097036382726e-03,1.206318682258321513e-03,8.868930877557700045e-06,1.069932829946966223e-08
1.300000000000000044e-01,-1.000000000000000000e+00,1.000000000000000056e-01,-2.451479335791869035e-03,-2.451469482799062405e-03,7.411195073967932452e-04,-1.816839157735487782e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.043221252497575080e-01,-2.544614452996945241e-03,-2.544604256218854516e-03,7.387594547701808968e-04,-1.879857985896345454e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.088310581662609300e-01,-2.640132873452753163e-03,-2.640122328445308666e-03,7.362006058741468652e-04,-1.943667421024169240e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.135348728108431654e-01,-2.737936474154908321e-03,-2.737925577536210256e-03,7.334271314197568416e-04,-2.008076894248957517e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.184419922158806843e-01,-2.837900368696296121e-03,-2.837889118328313851e-03,7.304221090861553588e-04,-2.072865172679526638e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.235612034677590898e-01,-2.939869718153406870e-03,-2.939858113342846881e-03,7.271674794147883845e-04,-2.137777652757477347e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.289016734417433585e-01,-3.043656338655568918e-03,-3.043644380374728540e-03,7.236440064213383542e-04,-2.202523667074417846e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.344729652169289191e-01,-3.149035127881995039e-03,-3.149022819010471440e-03,7.198312446428571740e-04,-2.266773875527375249e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.402850552006674190e-01,-3.255740344363574137e-03,-3.255727689951264450e-03,7.157075146526917708e-04,-2.330157830218952371e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.463483509931317317e-01,-3.363461787705827096e-03,-3.363448795257392276e-03,7.112498894294344608e-04,-2.392261824605897445e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.526737100240096179e-01,-3.471840945014853606e-03,-3.471827624795353288e-03,7.064341943588530468e-04,-2.452627160933647023e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.592724589946988845e-01,-3.580467189182199358e-03,-3.580453554543071119e-03,7.012350240788545012e-04,-2.510748995619728175e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.661564141608184442e-01,-3.688874138482808526e-03,-3.688860206206655886e-03,6.956257798441348606e-04,-2.566075949328964921e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.733379024913548339e-01,-3.796536314259036423e-03,-3.796522104920892378e-03,6.895787315838786992e-04,-2.618010695998880234e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.808297837423337162e-01,-3.902866264222287773e-03,-3.902851802564202745e-03,6.830651093434012564e-04,-2.665911771523669007e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.886454734845430248e-01,-4.007212352760859166e-03,-4.007197668075375939e-03,6.760552293254052953e-04,-2.709096866101339332e-06
1.300000000000000044e-01,-1.000000000000000000e+00,1.967989671265430451e-01,-4.108857455900549564e-03,-4.108842582417567002e-03,6.685186602588016240e-04,-2.746847881613023630e-06
1.300000000000000044e-01,-1.000000000000000000e+00,2.053048649759813549e-01,-4.207018836053703567e-03,-4.207003813323979304e-03,6.604244362961770882e-04,-2.778418043288165971e-06
