#   A_UT^sin(phiS-phiH)(z) FINAL DATA https://arxiv.org/abs/1708.07080.
#*************
#                sqrt(s) = 500 GeV,  <pt>=31. GeV, 0<y<1, xF > 0          
#<z>            delta z  A_UT           err_stat  err_sys+       
1.340e-01       6.0e-03  -6.231e-03      3.0e-03 2.2e-04
2.306e-01       1.0e-02	 -1.432e-02      5.9e-03 5.3e-04
3.265e-01       1.4e-02	 -3.423e-02      1.2e-02 1.7e-03
4.221e-01       1.8e-02	 -4.822e-02      2.4e-02 2.3e-03
5.453e-01       2.9e-02	 -5.941e-02      5.7e-02 2.3e-03
