#   A_UT^sin(phiS-phiH)(z)
#*************
#                sqrt(s) = 500 GeV,  <pt>=31. GeV, 0<y<1, xF > 0          
#<z>   delta x  A_UT     err_stat  err_sys+       
0.134  5.819E-3 8.689E-3 2.899E-3  1.047E-3
0.231  1.012E-2 1.419E-2 5.238E-3  2.079E-3
0.326  1.370E-2 1.087E-2 9.380E-3  1.509E-3
0.422  1.733E-2 3.245E-3 1.530E-2  2.375E-3
0.545  2.821E-2 3.981E-2 2.899E-2  5.733E-3
