#   A_UT^sin(phiS-phiH)(z) FINAL DATA https://arxiv.org/abs/1708.07080.
#*************
#                sqrt(s) = 500 GeV,  <pt>=31. GeV, 0<y<1, xF > 0          
#jT [GeV/c]   delta jt  A_UT     err_stat  err_sys+       
2.071e-01       1.6e-02 1.255e-03       1.3e-02 2.0e-04
2.727e-01       6.4e-03 2.248e-02       7.1e-03 7.0e-04
4.035e-01       7.0e-03 7.948e-03       4.8e-03 2.5e-04
5.916e-01       8.7e-03 3.517e-03       6.3e-03 1.3e-04
8.389e-01       1.3e-02 6.996e-03       7.8e-03 3.3e-04
1.228e+00       3.3e-02 7.478e-03       1.1e-02 3.7e-04

