#   A_N(xF) 2013
#*************
#     sqrt(s) = 500 GeV xF = 0.24 - 0.32,             <xF>=0.28          
#<P_T>    A_N   delta P_T    delta A_N     
2.2500	0.0448	0.1250	0.0113
2.5000	0.0256	0.1250	0.0058
2.7500	0.0339	0.1250	0.0048
3.0000	0.0203	0.1250	0.0041 
3.2500	0.0243	0.1250	0.0037
3.5000	0.0271	0.1250	0.0035
3.7500	0.0277	0.1250	0.0037
4.5000	0.0299	0.5000	0.0028
5.5000	0.0229	0.5000	0.0059
6.5000	0.0214	0.5000	0.0090
7.5000	0.0297	0.5000	0.0083
