#   A_UT^sin(phiS-phiH)(z) FINAL DATA https://arxiv.org/abs/1708.07080.
#*************
#                sqrt(s) = 500 GeV,  <pt>=31. GeV, 0<y<1, xF > 0          
#jT [GeV/c]   delta jt  A_UT     err_stat  err_sys+       
3.025e-01       3.0e-02 -1.001e-02      2.4e-02 7.7e-04
4.368e-01       1.2e-02	-1.476e-02      1.0e-02 5.7e-04
6.238e-01       2.8e-02	-1.030e-02      1.2e-02 4.5e-04
8.131e-01       3.0e-02	-1.810e-02      1.3e-02 6.8e-04
1.341e+00       4.7e-02	-2.615e-02      1.6e-02 1.1e-03
