#   A_UT^sin(phiS-phiH)(z)
#*************
#                  <pt>=12.9 GeV, 0<y<1, xF > 0          
#<z>   delta x  A_UT     err_stat  err_sys+  err_sys-     
0.139  8.235E-3 -5.397E-3 1.145E-3 2.698E-4  2.853E-4
0.240  1.147E-2 -8.651E-3 2.223E-3 4.325E-4  4.342E-4
0.343  1.430E-2 -4.176E-3 4.183E-3 2.088E-4  3.539E-4
0.447  1.821E-2 -1.497E-2 7.962E-3 7.487E-4  2.346E-3
0.552  1.921E-2 -2.218E-2 1.648E-2 1.109E-3  6.852E-3
