#   A_UT^sin(phiS-phiH)(z) FINAL DATA https://arxiv.org/abs/1708.07080.
#*************
#                sqrt(s) = 500 GeV,  <pt>=31. GeV, 0<y<1, xF > 0          
#<z>   delta z  A_UT     err_stat  err_sys+       
1.340e-01         6.0e-03  9.211e-03       2.9e-03 3.3e-04
2.306e-01         1.0e-02  1.124e-02       5.6e-03 3.5e-04
3.265e-01         1.4e-02  9.014e-03       1.1e-02 5.5e-04
4.221e-01         1.8e-02  1.445e-02       2.1e-02 5.0e-04
5.453e-01         2.9e-02  1.928e-02       4.6e-02 1.4e-03
