#   A_N(xF) 2013
#*************
#     sqrt(s) = 500 GeV xF = 0.32 - 0.40,             <xF>=0.36          
#<P_T>    A_N   delta P_T    delta A_N     
3.2500	0.0461	0.1250	0.0138
3.5000	0.0245	0.1250	0.0101
3.7500	0.0311	0.1250	0.0086
4.5000	0.0305	0.5000	0.0041
5.5000	0.0403	0.5000	0.0077
6.5000	0.0499 	0.5000	0.0149
7.5000	0.0384	0.5000	0.0249
8.5000	0.0298	0.5000	0.0288
9.5000	0.0406	0.5000	0.0237
