# 20130304  AnDY final jet AN
# <xF> - average Feynman x
# AN - jet analyzing power
# dAN - AN statistical error
# sAN - AN systematic error
# anti-kT jets - use anti-kT algorithm with R=0.7
#---------------------------------------------
#|      |            anti-kT jets            |
#---------------------------------------------
#| nbin | <xF>    AN        dAN      sAN     |
#---------------------------------------------
  1      -0.534 -0.00481  0.00381  0.00324 
  2      -0.434 -0.00511  0.00139  0.00059 
  3      -0.335 -0.00039  0.00053  0.00027 
  4      -0.238  0.00017  0.00023  0.00004 
  5      -0.151 -0.00094  0.00016  0.00006 
  6       0.151  0.00077  0.00016  0.00009 
  7       0.238  0.00116  0.00022  0.00016 
  8       0.335  0.00237  0.00052  0.00022 
  9       0.434  0.00192  0.00135  0.00048 
 10       0.534  0.00926  0.00370  0.00242 
