#   A_UT^sin(phiS-phiH)(z)
#*************
#                  <pt>=12.9 GeV, 0<y<1, xF > 0          
#<z>   delta x  A_UT     err_stat  err_sys+  err_sys-     
0.139  8.235E-3 6.327E-3 1.118E-3  3.944E-4  3.164E-4
0.240  1.147E-2 8.801E-3 2.147E-3  3.617E-4  4.401E-4
0.343  1.430E-2 9.035E-3 3.966E-3  4.439E-4  4.517E-4
0.447  1.821E-2 3.648E-3 7.350E-3  4.548E-4  1.824E-4
0.552  1.921E-2 4.281E-2 1.474E-2  3.836E-3  2.141E-3
