0.000000e+00  0.000000e+00
0.010000e+00  0.000000e+00
1.000000e-01  0.000000e+00
0.424000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.010000e+00  0.000000e+00
1.000000e-01  0.000000e+00
0.424000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.010000e+00  0.000000e+00
1.000000e-01  0.000000e+00
0.424000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.010000e+00  0.000000e+00
1.000000e-01  0.000000e+00
0.424000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.010000e+00  0.000000e+00
1.000000e-01  0.000000e+00
0.424000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.010000e+00  0.000000e+00
1.000000e-01  0.000000e+00
0.424000e+00  0.000000e+00
0.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
